64	**[FACT]** 作者指出近期工作聚焦于 > 2 × 10¹⁹ eV 宇宙线到达方向各向异性；本文从识别河外源的视角审视各向异性证据。在研究的各类星系中，**碰撞星系（colliding galaxies）** 且距银河系 **≤ 10 Mpc** 的星系是"最强的候选者"（strongest contenders）。	**[FACT]** 作者指出近期工作聚焦于 > 2 × $10^{19}$ eV 宇宙线到达方向各向异性；本文从识别河外源的视角审视各向异性证据。在研究的各类星系中，**碰撞星系（colliding galaxies）** 且距银河系 **≤ 10 Mpc** 的星系是"最强的候选者"（strongest contenders）。	R1 参数下标/科学记数法
72	**[FACT]** 作者团队（Szabelski et al 1986; Chi et al 1992a,b,c,d 等）长期系统研究 > 10¹⁸ eV 宇宙线，结论：	**[FACT]** 作者团队（Szabelski et al 1986; Chi et al 1992a,b,c,d 等）长期系统研究 > $10^{18}$ eV 宇宙线，结论：	R1 参数下标/科学记数法
75	- 结合 Wdowczyk & Wolfendale (1984) 的"银河面增强"，团队主张 **银河系起源的 CR 可延伸至 2 × 10¹⁹ eV**，甚至略高。	- 结合 Wdowczyk & Wolfendale (1984) 的"银河面增强"，团队主张 **银河系起源的 CR 可延伸至 2 × $10^{19}$ eV**，甚至略高。	R1 参数下标/科学记数法
76	- 高于几 × 10¹⁸ eV 的粒子中，河外（EG）粒子比例递增（假设为质子）。	- 高于几 × $10^{18}$ eV 的粒子中，河外（EG）粒子比例递增（假设为质子）。	R1 参数下标/科学记数法
82	1. **Stanev et al (1995)**：分析北半球阵列 > 2 × 10¹⁹ eV 数据，声称到达方向**非均匀**；**> 4 × 10¹⁹ eV** 与 **supergalactic plane（超星系面）** 相关——那里富含 EG 源。	1. **Stanev et al (1995)**：分析北半球阵列 > 2 × $10^{19}$ eV 数据，声称到达方向**非均匀**；**> 4 × $10^{19}$ eV** 与 **supergalactic plane（超星系面）** 相关——那里富含 EG 源。	R1 参数下标/科学记数法
95	1. 银河系内**重核主导**的流，即使在 > 10¹⁸ eV 仍被银河磁场明显偏转。	1. 银河系内**重核主导**的流，即使在 > $10^{18}$ eV 仍被银河磁场明显偏转。	R1 参数下标/科学记数法
103	- **≥ 4 个粒子，E > 1 × 10¹⁹ eV，且与一颗 E > 3 × 10¹⁹ eV 粒子在 6° 内。**	- **≥ 4 个粒子，E > 1 × $10^{19}$ eV，且与一颗 E > 3 × $10^{19}$ eV 粒子在 6° 内。**	R1 参数下标/科学记数法
105	**[FACT]** Stanev et al (1995) 分析北半球阵列，能量阈值 **2 × 10¹⁹ eV**，识别出 7 个过量区域（regions of excess），用银河坐标 (ℓ, b)：	**[FACT]** Stanev et al (1995) 分析北半球阵列，能量阈值 **2 × $10^{19}$ eV**，识别出 7 个过量区域（regions of excess），用银河坐标 (ℓ, b)：	R1 参数下标/科学记数法
127	**[FACT]** 三个最高能事件（> 2 × 10²⁰ eV）方向也标注：Fly's Eye (Bird et al 1995)、Yakutsk (Efimov & Mikhailov 1994)、AGASA (Hayashida et al 1994)。	**[FACT]** 三个最高能事件（> 2 × $10^{20}$ eV）方向也标注：Fly's Eye (Bird et al 1995)、Yakutsk (Efimov & Mikhailov 1994)、AGASA (Hayashida et al 1994)。	R1 参数下标/科学记数法
131	**[FACT]** **Hayashida et al (1996)** 特别指出 Akeno 阵列 E > 4 × 10¹⁹ eV 的**三个极近对**（close pairs），其平均能量 **≈ 9 × 10¹⁹ eV**（图 1a 中 `+` 符号）。	**[FACT]** **Hayashida et al (1996)** 特别指出 Akeno 阵列 E > 4 × $10^{19}$ eV 的**三个极近对**（close pairs），其平均能量 **≈ 9 × $10^{19}$ eV**（图 1a 中 `+` 符号）。	R1 参数下标/科学记数法
143	- 脉冲星是一种可能，但将粒子加速到 10²⁰ eV 的机制"完全不清楚"。	- 脉冲星是一种可能，但将粒子加速到 $10^{20}$ eV 的机制"完全不清楚"。	R1 参数下标/科学记数法
171	- 电离气体温度 ~ 2 × 10⁶ K	- 电离气体温度 ~ 2 × $10^{6}$ K	R1 参数下标/科学记数法
172	- 在 ~65 kpc 处密度 ρ ≈ 5 × 10⁻⁵ cm⁻³	- 在 ~65 kpc 处密度 ρ ≈ 5 × $10^{-5}$ cm⁻³	R1 参数下标/科学记数法
173	- 对应能量密度 ~ 10⁻² eV cm⁻³ → 用均分论点得 **B ≈ 0.15 μG**	- 对应能量密度 ~ $10^{-2}$ eV cm⁻³ → 用均分论点得 **B ≈ 0.15 μG**	R1 参数下标/科学记数法
185	1. 从银河 CR 发射率 + Tully (1988) 星系密度 → VIRGO 5 Mpc 内 CR 能量密度对应 **B ≈ 10⁻² μG**	1. 从银河 CR 发射率 + Tully (1988) 星系密度 → VIRGO 5 Mpc 内 CR 能量密度对应 **B ≈ $10^{-2}$ μG**	R1 参数下标/科学记数法
195	**[FACT]** 图 2：**太阳到 VIRGO 团中心** 沿线的 B 与 λ 的估计分布图（H₀ = 75 km s⁻¹ Mpc⁻¹）。VIRGO 位置 ℓ, b ~ 283°, +75°。	**[FACT]** 图 2：**太阳到 VIRGO 团中心** 沿线的 B 与 λ 的估计分布图（$H_{0}$ = 75 km s⁻¹ Mpc⁻¹）。VIRGO 位置 ℓ, b ~ 283°, +75°。	R1 参数下标/科学记数法
212	- p_c：质子动量，单位为 10²⁰ eV（即 p_c = E/10²⁰ eV，质子近光速）	- p_c：质子动量，单位为 $10^{20}$ eV（即 p_c = E/$10^{20}$ eV，质子近光速）	R1 参数下标/科学记数法
218	| 距离 d (Mpc) | p_c = 4 × 10¹⁹ eV | p_c = 10²⁰ eV |	| 距离 d (Mpc) | p_c = 4 × $10^{19}$ eV | p_c = $10^{20}$ eV |	R1 参数下标/科学记数法
225	- 对于**小 clusters**（最低能 2 × 10¹⁹ eV，平均 ~4 × 10¹⁹ eV），**10 Mpc** 是大概最远可溯源的距离。	- 对于**小 clusters**（最低能 2 × $10^{19}$ eV，平均 ~4 × $10^{19}$ eV），**10 Mpc** 是大概最远可溯源的距离。	R1 参数下标/科学记数法
228	**[INTERPRETATION]** 该表是后文 5–20 Mpc 星系匹配的物理约束基础。10²⁰ eV 质子从 VIRGO（15 Mpc）偏转 22°，足以把 15 Mpc 处的 VIRGO 与图 1c 中 A 区域对上。	**[INTERPRETATION]** 该表是后文 5–20 Mpc 星系匹配的物理约束基础。$10^{20}$ eV 质子从 VIRGO（15 Mpc）偏转 22°，足以把 15 Mpc 处的 VIRGO 与图 1c 中 A 区域对上。	R1 参数下标/科学记数法
234	**[FACT]** **自由程 = 15 Mpc（对应到 VIRGO 的采用距离），在 3 × 10²⁰ eV**。	**[FACT]** **自由程 = 15 Mpc（对应到 VIRGO 的采用距离），在 3 × $10^{20}$ eV**。	R1 参数下标/科学记数法
235	- 扣除扩散造成的额外路径 + VIRGO 团内星系发射的增强辐射场，能量降至略低于 **2 × 10²⁰ eV**。	- 扣除扩散造成的额外路径 + VIRGO 团内星系发射的增强辐射场，能量降至略低于 **2 × $10^{20}$ eV**。	R1 参数下标/科学记数法
237	**[FACT]** 第 7.1 节再提到：**2 × 10²⁰ eV 质子在 CMB 上的寿命 ~ 10⁸ 年**——这是加速-逃逸-传播的时间预算上限。	**[FACT]** 第 7.1 节再提到：**2 × $10^{20}$ eV 质子在 CMB 上的寿命 ~ $10^{8}$ 年**——这是加速-逃逸-传播的时间预算上限。	R1 参数下标/科学记数法
252	**[FACT]** 哈勃常数：**H₀ = 75 km s⁻¹ Mpc⁻¹**（贯穿全文的距离标度）。	**[FACT]** 哈勃常数：**$H_{0}$ = 75 km s⁻¹ Mpc⁻¹**（贯穿全文的距离标度）。	R1 参数下标/科学记数法
320	- 总能量产生率：**~ 10⁴⁰ erg s⁻¹**	- 总能量产生率：**~ $10^{40}$ erg s⁻¹**	R1 参数下标/科学记数法
322	- 加速时间：**< 10⁸ 年**（即 2 × 10²⁰ eV 质子在 CMB 上的寿命）	- 加速时间：**< $10^{8}$ 年**（即 2 × $10^{20}$ eV 质子在 CMB 上的寿命）	R1 参数下标/科学记数法
344	- 最高能粒子（E ≳ 10¹⁹ eV）可到达地球	- 最高能粒子（E ≳ $10^{19}$ eV）可到达地球	R1 参数下标/科学记数法
345	- **加速慢** → CMB 损失限制最大能至 **CMB cutoff ~ 6 × 10¹⁹ eV**	- **加速慢** → CMB 损失限制最大能至 **CMB cutoff ~ 6 × $10^{19}$ eV**	R1 参数下标/科学记数法
362	**[FACT]** 作者评估：更高 B、u 值"刚可能"让粒子达到 10²⁰ eV；更高则需"不合理"的值。	**[FACT]** 作者评估：更高 B、u 值"刚可能"让粒子达到 $10^{20}$ eV；更高则需"不合理"的值。	R1 参数下标/科学记数法
364	**[FACT]** **极最高能事件（E > 2 × 10²⁰ eV）避开 VIRGO**——但有一个事件接近 **CANIS MAJOR 区域**。	**[FACT]** **极最高能事件（E > 2 × $10^{20}$ eV）避开 VIRGO**——但有一个事件接近 **CANIS MAJOR 区域**。	R1 参数下标/科学记数法
366	**[CRITIQUE]** 团激波机制在本文仅被作为"备选"提及，且被自己的能量上限（~ 6 × 10¹⁹ eV）所限制；但作者同时又要求模型解释 > 2 × 10²⁰ eV 事件——这两者之间的张力未被明确讨论。	**[CRITIQUE]** 团激波机制在本文仅被作为"备选"提及，且被自己的能量上限（~ 6 × $10^{19}$ eV）所限制；但作者同时又要求模型解释 > 2 × $10^{20}$ eV 事件——这两者之间的张力未被明确讨论。	R1 参数下标/科学记数法
374	> **> 10¹⁹ eV 的 CR 大部分其实来自银河系源**（来自银河源）。	> **> $10^{19}$ eV 的 CR 大部分其实来自银河系源**（来自银河源）。	R1 参数下标/科学记数法
377	**[FACT]** 与 Fly's Eye（Bird et al 1993a,b）的**张力**：Fly's Eye 声称 > 10¹⁹ eV 粒子多数是质子（即 EG 起源），但作者指出：	**[FACT]** 与 Fly's Eye（Bird et al 1993a,b）的**张力**：Fly's Eye 声称 > $10^{19}$ eV 粒子多数是质子（即 EG 起源），但作者指出：	R1 参数下标/科学记数法
378	- **Akeno 阵列**（Yoshida et al 1994）**不支持**任何从 < 10¹⁸ eV 混合成分的变化	- **Akeno 阵列**（Yoshida et al 1994）**不支持**任何从 < $10^{18}$ eV 混合成分的变化	R1 参数下标/科学记数法
379	- 作者团队自身（Chi et al 1993）对 Sydney 广延空气簇射数据的 **depth-of-maximum 分析**支持"铁核通量显著延伸至 5 × 10¹⁹ eV"	- 作者团队自身（Chi et al 1993）对 Sydney 广延空气簇射数据的 **depth-of-maximum 分析**支持"铁核通量显著延伸至 5 × $10^{19}$ eV"	R1 参数下标/科学记数法
380	- Wolfendale & Zan (1996)：**10¹⁸ eV – 3 × 10¹⁹ eV 范围内存在大量重核的证据很强**，但**结果不能被看作决定性的**——对相互作用模型敏感	- Wolfendale & Zan (1996)：**$10^{18}$ eV – 3 × $10^{19}$ eV 范围内存在大量重核的证据很强**，但**结果不能被看作决定性的**——对相互作用模型敏感	R1 参数下标/科学记数法
382	**[INTERPRETATION]** 结论实际上**部分回撤**了引言中"EG 粒子假设为质子"的表述：最终模型允许重核主导 > 10¹⁹ eV，EG 成分在更高能才占据主要。这体现了当时粒子成分测量的根本不确定性。	**[INTERPRETATION]** 结论实际上**部分回撤**了引言中"EG 粒子假设为质子"的表述：最终模型允许重核主导 > $10^{19}$ eV，EG 成分在更高能才占据主要。这体现了当时粒子成分测量的根本不确定性。	R1 参数下标/科学记数法
386	- §8 结论却说"在**这种模型**中 > 10¹⁹ eV 的 CR 大部分来自银河系源"	- §8 结论却说"在**这种模型**中 > $10^{19}$ eV 的 CR 大部分来自银河系源"	R1 参数下标/科学记数法
397	- **(a)** Chi et al (1992a) clusters（E > 10¹⁹ eV，"统计上更优的集合"，●）；Hayashida et al (1996) close pairs（E > 4 × 10¹⁹ eV，+，平均能量 9 × 10¹⁹ eV）；Yakutsk（E > 10¹⁹ eV，Efimov & Mikhailov 1994，◦）；> 2 × 10²⁰ eV 事件（△）。	- **(a)** Chi et al (1992a) clusters（E > $10^{19}$ eV，"统计上更优的集合"，●）；Hayashida et al (1996) close pairs（E > 4 × $10^{19}$ eV，+，平均能量 9 × $10^{19}$ eV）；Yakutsk（E > $10^{19}$ eV，Efimov & Mikhailov 1994，◦）；> 2 × $10^{20}$ eV 事件（△）。	R1 参数下标/科学记数法
410	- > 2 × 10²⁰ eV 的"事件"数仅 3，样本极小，但作者仍纳入定性讨论	- > 2 × $10^{20}$ eV 的"事件"数仅 3，样本极小，但作者仍纳入定性讨论	R1 参数下标/科学记数法
418	- B 分布：从银河盘 ~2 μG → 银河晕 ~0.15 μG（100 kpc 处）→ EG 空间 ~10⁻² μG → VIRGO 团中心回升到 ~1 μG	- B 分布：从银河盘 ~2 μG → 银河晕 ~0.15 μG（100 kpc 处）→ EG 空间 ~$10^{-2}$ μG → VIRGO 团中心回升到 ~1 μG	R1 参数下标/科学记数法
422	H₀ = 75 km s⁻¹ Mpc⁻¹ 用于定位 VIRGO（15 Mpc）。	$H_{0}$ = 75 km s⁻¹ Mpc⁻¹ 用于定位 VIRGO（15 Mpc）。	R1 参数下标/科学记数法
474	- 4 × 10¹⁹ eV 质子从 VIRGO（15 Mpc）偏转 55° → 与 cluster 尺度可比拟	- 4 × $10^{19}$ eV 质子从 VIRGO（15 Mpc）偏转 55° → 与 cluster 尺度可比拟	R1 参数下标/科学记数法
475	- 10²⁰ eV 质子从 VIRGO 偏转 22° → 仍可追溯	- $10^{20}$ eV 质子从 VIRGO 偏转 22° → 仍可追溯	R1 参数下标/科学记数法
488	| **能量阈值** | Chi: 10¹⁹ eV（cluster 成员）；Stanev: 2 × 10¹⁹ eV；Hayashida close pairs: 4 × 10¹⁹ eV；highest events: > 2 × 10²⁰ eV |	| **能量阈值** | Chi: $10^{19}$ eV（cluster 成员）；Stanev: 2 × $10^{19}$ eV；Hayashida close pairs: 4 × $10^{19}$ eV；highest events: > 2 × $10^{20}$ eV |	R1 参数下标/科学记数法
490	| **Cluster 判据** | ≥ 4 粒子 E > 10¹⁹ eV + 1 粒子 E > 3 × 10¹⁹ eV，在 6° 内 |	| **Cluster 判据** | ≥ 4 粒子 E > $10^{19}$ eV + 1 粒子 E > 3 × $10^{19}$ eV，在 6° 内 |	R1 参数下标/科学记数法
491	| **Hubble 常数** | H₀ = 75 km s⁻¹ Mpc⁻¹ |	| **Hubble 常数** | $H_{0}$ = 75 km s⁻¹ Mpc⁻¹ |	R1 参数下标/科学记数法
499	研究背景：> 10¹⁸ eV CR 到达方向存在各向异性 →	研究背景：> $10^{18}$ eV CR 到达方向存在各向异性 →	R1 参数下标/科学记数法
505	约束 3：CMB 相互作用限制最高能（~ 2 × 10²⁰ eV at 15 Mpc） →	约束 3：CMB 相互作用限制最高能（~ 2 × $10^{20}$ eV at 15 Mpc） →	R1 参数下标/科学记数法
508	能量预算：E⁻² 谱 + 10⁴⁰ erg s⁻¹ 总功率 + 磁连接加速机制 + 10⁸ 年时标 →	能量预算：E⁻² 谱 + $10^{40}$ erg s⁻¹ 总功率 + 磁连接加速机制 + $10^{8}$ 年时标 →	R1 参数下标/科学记数法
509	最终结论：碰撞星系是最佳候选源；> 10¹⁹ eV CR 主要仍来自银河源（重核） →	最终结论：碰撞星系是最佳候选源；> $10^{19}$ eV CR 主要仍来自银河源（重核） →	R1 参数下标/科学记数法
543	| §2.2 vs §8 | EG 粒子假设为质子 | > 10¹⁹ eV 大部分来自银河源（重核） | "cluster" 成分 vs "整体流"成分可能不同 | 需澄清 |	| §2.2 vs §8 | EG 粒子假设为质子 | > $10^{19}$ eV 大部分来自银河源（重核） | "cluster" 成分 vs "整体流"成分可能不同 | 需澄清 |	R1 参数下标/科学记数法
544	| §4.2 vs §7.2.2 | 10²⁰ eV 从 VIRGO 偏转 22° | 团激波机制上限 ~ 6 × 10¹⁹ eV | 团激波机制只能产生低能端 EG 粒子 | 明确张力 |	| §4.2 vs §7.2.2 | $10^{20}$ eV 从 VIRGO 偏转 22° | 团激波机制上限 ~ 6 × $10^{19}$ eV | 团激波机制只能产生低能端 EG 粒子 | 明确张力 |	R1 参数下标/科学记数法
560	- **17.4 能量预算估计**：E⁻² 谱 + 10⁴⁰ erg s⁻¹ 总功率 + 10⁸ 年加速-逃逸时标，是典型的"量级自洽性检查"	- **17.4 能量预算估计**：E⁻² 谱 + $10^{40}$ erg s⁻¹ 总功率 + $10^{8}$ 年加速-逃逸时标，是典型的"量级自洽性检查"	R1 参数下标/科学记数法
13	| 即使 | 即使 | even if | conj. | "**[FACT]** 银河面增强证据**仍然成立**，但振幅比最初估计略小；振幅**随能量升高而增长**（与 Chikawa et al 1995 汇总一致）。增强从未"很强"，作者给出两个理由： 1. 银河系内**重核主导**的流，即使在 > 10¹⁸ eV 仍被银河磁场明显偏转。 2. **EG 粒子**的存在终止了这种增长。" | 让步 |	| 即使 | 即使 | even if | conj. | "**[FACT]** 银河面增强证据**仍然成立**，但振幅比最初估计略小；振幅**随能量升高而增长**（与 Chikawa et al 1995 汇总一致）。增强从未"很强"，作者给出两个理由： 1. 银河系内**重核主导**的流，即使在 > $10^{18}$ eV 仍被银河磁场明显偏转。 2. **EG 粒子**的存在终止了这种增长。" | 让步 |	R1 参数下标/科学记数法
14	| 而 | 而 | whereas / while / and | conj. | "**[FACT]** 详细模型"为时过早"，但**量级估计**给出： - 能谱形状：**E⁻²** - 总能量产生率：**~ 10⁴⁰ erg s⁻¹** - 加速机制：**星系磁场线的磁连接**（magnetic connection of field lines of the galaxies） - 加速时间：**< 10⁸ 年**（即 2 × 10²⁰ eV 质子在 CMB 上的寿命） - 加速后粒子可逃离加速区；低能粒子可能被" | 对比/转折 |	| 而 | 而 | whereas / while / and | conj. | "**[FACT]** 详细模型"为时过早"，但**量级估计**给出： - 能谱形状：**E⁻²** - 总能量产生率：**~ $10^{40}$ erg s⁻¹** - 加速机制：**星系磁场线的磁连接**（magnetic connection of field lines of the galaxies） - 加速时间：**< $10^{8}$ 年**（即 2 × $10^{20}$ eV 质子在 CMB 上的寿命） - 加速后粒子可逃离加速区；低能粒子可能被" | 对比/转折 |	R1 参数下标/科学记数法
16	| 特别是 | 特别是 | in particular / specifically | phrase | "1. **偏转角表**（Table 1）：10²⁰ eV 质子从 VIRGO（15 Mpc）偏转 22°；4 × 10¹⁹ eV 偏转 55°——给出可追溯距离上限 ~10 Mpc（小 clusters）/ ~15 Mpc（扩展 regions） 2. **碰撞星系是最佳候选源**：三个 clusters（A/B/C）全部与 VV 碰撞星系良好匹配，特别是 VV 338（N672+U1249）直接对应 Cluster C（135°, −" | 举例 |	| 特别是 | 特别是 | in particular / specifically | phrase | "1. **偏转角表**（Table 1）：$10^{20}$ eV 质子从 VIRGO（15 Mpc）偏转 22°；4 × $10^{19}$ eV 偏转 55°——给出可追溯距离上限 ~10 Mpc（小 clusters）/ ~15 Mpc（扩展 regions） 2. **碰撞星系是最佳候选源**：三个 clusters（A/B/C）全部与 VV 碰撞星系良好匹配，特别是 VV 338（N672+U1249）直接对应 Cluster C（135°, −" | 举例 |	R1 参数下标/科学记数法
17	| 最终 | 最终 | eventually | adv. | "``` 研究背景：> 10¹⁸ eV CR 到达方向存在各向异性 → 科学问题：这些各向异性是否指向具体天体源？EG 源的本质是什么？ → 研究目标：识别 A/B/C 三个高银纬 clusters 的最优候选源 → 数据基础：Chi 1992 / Stanev 1995 / Hayashida 1996 / Yakutsk 1994 到达方向分析 → 约束 1：磁场拓扑（B、λ）决定偏转角 → 约束 2：偏转角公式 θ = 510(lλ" | 顺序 |	| 最终 | 最终 | eventually | adv. | "``` 研究背景：> $10^{18}$ eV CR 到达方向存在各向异性 → 科学问题：这些各向异性是否指向具体天体源？EG 源的本质是什么？ → 研究目标：识别 A/B/C 三个高银纬 clusters 的最优候选源 → 数据基础：Chi 1992 / Stanev 1995 / Hayashida 1996 / Yakutsk 1994 到达方向分析 → 约束 1：磁场拓扑（B、λ）决定偏转角 → 约束 2：偏转角公式 θ = 510(lλ" | 顺序 |	R1 参数下标/科学记数法
18	| 最初 | 最初 | initially | adv. | "**[FACT]** 银河面增强证据**仍然成立**，但振幅比最初估计略小；振幅**随能量升高而增长**（与 Chikawa et al 1995 汇总一致）。增强从未"很强"，作者给出两个理由： 1. 银河系内**重核主导**的流，即使在 > 10¹⁸ eV 仍被银河磁场明显偏转。 2. **EG 粒子**的存在终止了这种增长。" | 顺序 |	| 最初 | 最初 | initially | adv. | "**[FACT]** 银河面增强证据**仍然成立**，但振幅比最初估计略小；振幅**随能量升高而增长**（与 Chikawa et al 1995 汇总一致）。增强从未"很强"，作者给出两个理由： 1. 银河系内**重核主导**的流，即使在 > $10^{18}$ eV 仍被银河磁场明显偏转。 2. **EG 粒子**的存在终止了这种增长。" | 顺序 |	R1 参数下标/科学记数法
19	| 即 | 即 | namely / i.e. | adv. | "**[FACT]** 详细模型"为时过早"，但**量级估计**给出： - 能谱形状：**E⁻²** - 总能量产生率：**~ 10⁴⁰ erg s⁻¹** - 加速机制：**星系磁场线的磁连接**（magnetic connection of field lines of the galaxies） - 加速时间：**< 10⁸ 年**（即 2 × 10²⁰ eV 质子在 CMB 上的寿命） - 加速后粒子可逃离加速区；低能粒子可能被" | 举例 |	| 即 | 即 | namely / i.e. | adv. | "**[FACT]** 详细模型"为时过早"，但**量级估计**给出： - 能谱形状：**E⁻²** - 总能量产生率：**~ $10^{40}$ erg s⁻¹** - 加速机制：**星系磁场线的磁连接**（magnetic connection of field lines of the galaxies） - 加速时间：**< $10^{8}$ 年**（即 2 × $10^{20}$ eV 质子在 CMB 上的寿命） - 加速后粒子可逃离加速区；低能粒子可能被" | 举例 |	R1 参数下标/科学记数法
20	| 据 | 据 | according to / based on | prep. | "``` 研究背景：> 10¹⁸ eV CR 到达方向存在各向异性 → 科学问题：这些各向异性是否指向具体天体源？EG 源的本质是什么？ → 研究目标：识别 A/B/C 三个高银纬 clusters 的最优候选源 → 数据基础：Chi 1992 / Stanev 1995 / Hayashida 1996 / Yakutsk 1994 到达方向分析 → 约束 1：磁场拓扑（B、λ）决定偏转角 → 约束 2：偏转角公式 θ = 510(lλ" | 因果 |	| 据 | 据 | according to / based on | prep. | "``` 研究背景：> $10^{18}$ eV CR 到达方向存在各向异性 → 科学问题：这些各向异性是否指向具体天体源？EG 源的本质是什么？ → 研究目标：识别 A/B/C 三个高银纬 clusters 的最优候选源 → 数据基础：Chi 1992 / Stanev 1995 / Hayashida 1996 / Yakutsk 1994 到达方向分析 → 约束 1：磁场拓扑（B、λ）决定偏转角 → 约束 2：偏转角公式 θ = 510(lλ" | 因果 |	R1 参数下标/科学记数法
70	研究背景：> 10¹⁸ eV CR 到达方向存在各向异性 →	研究背景：> $10^{18}$ eV CR 到达方向存在各向异性 →	R1 参数下标/科学记数法
76	约束 3：CMB 相互作用限制最高能（~ 2 × 10²⁰ eV at 15 Mpc） →	约束 3：CMB 相互作用限制最高能（~ 2 × $10^{20}$ eV at 15 Mpc） →	R1 参数下标/科学记数法
