61	| >10¹⁶ eV 通量 | ~1 m⁻² sr⁻¹ yr⁻¹ | — | Gaisser 1990 | §9.7 |	| >$10^{16}$ eV 通量 | ~1 m⁻² sr⁻¹ yr⁻¹ | — | Gaisser 1990 | §9.7 |	R1 参数下标/科学记数法
86	| 10²⁰ eV 质子从 VIRGO（15 Mpc）偏转 | 22° | — | Al-Dargazelli et al. 1996 | §15.4 |	| $10^{20}$ eV 质子从 VIRGO（15 Mpc）偏转 | 22° | — | Al-Dargazelli et al. 1996 | §15.4 |	R1 参数下标/科学记数法
131	| ζ_H₂^CR（Arp 220） | $>10^{-13}$ s⁻¹（比 CMZ 高 $10^2$ 倍） | — | Grenier 2015 | §99.4 |	| ζ_$H_{2}$^CR（Arp 220） | $>10^{-13}$ s⁻¹（比 CMZ 高 $10^2$ 倍） | — | Grenier 2015 | §99.4 |	R1 参数下标/科学记数法
328	| 冰的冷凝温度（Lodders 2003，10⁻⁴ bar） | H₂O 182 K（平衡）/ 121 K（抑制）；C 41 K（平衡）/ 626 K（石墨）；N 131 K / 58 K | — | Lodders 2003 |	| 冰的冷凝温度（Lodders 2003，$10^{-4}$ bar） | $H_{2}$O 182 K（平衡）/ 121 K（抑制）；C 41 K（平衡）/ 626 K（石墨）；N 131 K / 58 K | — | Lodders 2003 |	R1 参数下标/科学记数法
329	| 主量元素冷凝温度（Lodders 2003） | Al₂O₃ 1677 K → Fe 1357 K → Troilite 704 K → Magnetite 371 K → H₂O 182 K | — | Lodders 2003 |	| 主量元素冷凝温度（Lodders 2003） | A$l_{2}$$O_{3}$ 1677 K → Fe 1357 K → Troilite 704 K → Magnetite 371 K → $H_{2}$O 182 K | — | Lodders 2003 |	R1 参数下标/科学记数法
350	| 用本文数据复现 Lyubimkov 斜率 | 0.035 dex per 10⁶ yr（伪相关） | Gies & Lambert 1992 |	| 用本文数据复现 Lyubimkov 斜率 | 0.035 dex per $10^{6}$ yr（伪相关） | Gies & Lambert 1992 |	R1 参数下标/科学记数法
353	| Lyubimkov 主张（被证伪） | d log ε(N)/dt = 0.15 dex per 10⁶ yr | Gies & Lambert 1992 |	| Lyubimkov 主张（被证伪） | d log ε(N)/dt = 0.15 dex per $10^{6}$ yr | Gies & Lambert 1992 |	R1 参数下标/科学记数法
365	| Zwicky 1937 Coma 团 M/L | ~500（修正 H₀ 后仍高 ~60） | — | Bertone & Hooper 2018 | §99.7 |	| Zwicky 1937 Coma 团 M/L | ~500（修正 $H_{0}$ 后仍高 ~60） | — | Bertone & Hooper 2018 | §99.7 |	R1 参数下标/科学记数法
278	**高 $\xi_{\rm CR}$ 极限**：$\omega_I \approx \omega_R = [(\pi/8)\Omega_p^* k V_{\rm sh} n_{\rm CR}/n_i]^{1/2}$，F₀ 上限	**高 $\xi_{\rm CR}$ 极限**：$\omega_I \approx \omega_R = [(\pi/8)\Omega_p^* k V_{\rm sh} n_{\rm CR}/n_i]^{1/2}$，$F_{0}$ 上限	R1 参数下标/科学记数法
538	**CR 诱导 UV 辐射**：H₂ 次级电子在云深处产生内部 UV 源（星光不穿透的区域），驱动 CR 诱导 UV 光解化学；速率与 $\zeta_{H_2}^{\rm CR}$ 线性相关。	**CR 诱导 UV 辐射**：$H_{2}$ 次级电子在云深处产生内部 UV 源（星光不穿透的区域），驱动 CR 诱导 UV 光解化学；速率与 $\zeta_{H_2}^{\rm CR}$ 线性相关。	R1 参数下标/科学记数法
