33	- [Mewaldt et al. 2001](01_cosmic-ray-propagation/0004_mewaldt-2001-clocks/literature_analysis/00_overview.md) — 放射性时钟（¹⁰Be/²⁶Al）	- [Mewaldt et al. 2001](01_cosmic-ray-propagation/0004_mewaldt-2001-clocks/literature_analysis/00_overview.md) — 放射性时钟（$^{10}{\rm Be}$/$^{26}{\rm Al}$）	R2 核素/希腊字母/单位
53	- [B²FH 1957](03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md) — 恒星核合成经典论文	- [B$^2$FH 1957](03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md) — 恒星核合成经典论文	R2 核素/希腊字母/单位
73	2. **核合成**：B²FH 1957（经典）+ Fowler 1984（R 过程）+ 背景 `02_nucleosynthesis.md`	2. **核合成**：B$^2$FH 1957（经典）+ Fowler 1984（R 过程）+ 背景 `02_nucleosynthesis.md`	R2 核素/希腊字母/单位
31	| 晕高度 $z_h$ | 4–6 kpc（¹⁰Be 约束） | — | Strong et al. 2007 | §3.2 |	| 晕高度 $z_h$ | 4–6 kpc（$^{10}{\rm Be}$ 约束） | — | Strong et al. 2007 | §3.2 |	R2 核素/希腊字母/单位
34	| ¹⁰Be 半衰期（用于 halo 约束） | 1.6 Myr | — | Grenier, Black & Strong 2015 | §99.7 |	| $^{10}{\rm Be}$ 半衰期（用于 halo 约束） | 1.6 Myr | — | Grenier, Black & Strong 2015 | §99.7 |	R2 核素/希腊字母/单位
35	| 加速延迟 | $\geq 10^5$ 年（⁵⁹Ni） | — | Strong et al. 2007 | §3.3 |	| 加速延迟 | $\geq 10^5$ 年（$^{59}{\rm Ni}$） | — | Strong et al. 2007 | §3.3 |	R2 核素/希腊字母/单位
79	| BBN/⁴He 光致分解上限 | $(\text{}^3\text{He}+\text{D})/\text{H}<5\times10^{-5}$ | — | Bhattacharjee & Sigl 1999 | §2.5 |	| BBN/$^{4}{\rm He}$ 光致分解上限 | $(\text{}^3\text{He}+\text{D})/\text{H}<5\times10^{-5}$ | — | Bhattacharjee & Sigl 1999 | §2.5 |	R2 核素/希腊字母/单位
120	| γ 射线能量区（SNR 范式） | 50–500 TeV | — | Blasi 2013 | §15.7 |	| $\gamma$ 射线能量区（SNR 范式） | 50–500 TeV | — | Blasi 2013 | §15.7 |	R2 核素/希腊字母/单位
121	| π⁰ 鼓包能量 | ~70 MeV | — | Amato 2014 | §11.7 |	| $\pi$⁰ 鼓包能量 | ~70 MeV | — | Amato 2014 | §11.7 |	R2 核素/希腊字母/单位
128	| ζ_H^CR（本地） | ~$1.4\times10^{-17}$ s⁻¹ | — | Grenier 2015 | §99.4 |	| $\zeta$_H^CR（本地） | ~$1.4\times10^{-17}$ s⁻¹ | — | Grenier 2015 | §99.4 |	R2 核素/希腊字母/单位
130	| ζ_H^CR（CMZ） | ~$2\text{–}7\times10^{-15}$ s⁻¹ | — | Grenier 2015 | §99.7 |	| $\zeta$_H^CR（CMZ） | ~$2\text{–}7\times10^{-15}$ s⁻¹ | — | Grenier 2015 | §99.7 |	R2 核素/希腊字母/单位
131	| ζ_$H_{2}$^CR（Arp 220） | $>10^{-13}$ s⁻¹（比 CMZ 高 $10^2$ 倍） | — | Grenier 2015 | §99.4 |	| $\zeta$_$H_{2}$^CR（Arp 220） | $>10^{-13}$ s⁻¹（比 CMZ 高 $10^2$ 倍） | — | Grenier 2015 | §99.4 |	R2 核素/希腊字母/单位
137	| CR 梯度（qγ_H 在 0–17 kpc 变化） | $<40\%$ | — | Grenier 2015 | §99.4 |	| CR 梯度（q$\gamma$_H 在 0–17 kpc 变化） | $<40\%$ | — | Grenier 2015 | §99.4 |	R2 核素/希腊字母/单位
147	| ²²Ne/²⁰Ne 比（CR/Solar） | $5.3\pm 0.3$ | — | Grenier 2015 | §99.7 |	| $^{22}{\rm Ne}$/$^{20}{\rm Ne}$ 比（CR/Solar） | $5.3\pm 0.3$ | — | Grenier 2015 | §99.7 |	R2 核素/希腊字母/单位
161	| Biermann：β_crit | $\propto (Z^2 n_e \tau)^{1/3}$ | — | Biermann 1996 | §9.3 |	| Biermann：$\beta$_crit | $\propto (Z^2 n_e \tau)^{1/3}$ | — | Biermann 1996 | §9.3 |	R2 核素/希腊字母/单位
169	### 2.1 B²FH 与核过程框架（B²FH 1957; Trimble 1975; Fowler 1984; Wallerstein 1997）	### 2.1 B$^2$FH 与核过程框架（B$^2$FH 1957; Trimble 1975; Fowler 1984; Wallerstein 1997）	R2 核素/希腊字母/单位
173	| 八大合成过程 | H 燃烧、He 燃烧、α、ε、s、r、p、x（+ ν） | — | B²FH 1957; Wallerstein 1997 | §15.4 |	| 八大合成过程 | H 燃烧、He 燃烧、$\alpha$、$\epsilon$、s、r、p、x（+ $\nu$） | — | B$^2$FH 1957; Wallerstein 1997 | §15.4 |	R2 核素/希腊字母/单位
174	| s 过程丰度峰（Zr/Ba/Pb） | A=90 (Z=50), 138, 208 (Z=82) | — | B²FH 1957 | §15.4 |	| s 过程丰度峰（Zr/Ba/Pb） | A=90 (Z=50), 138, 208 (Z=82) | — | B$^2$FH 1957 | §15.4 |	R2 核素/希腊字母/单位
175	| r 过程丰度峰（Se/Xe/Os） | A=80, 130, 194 | — | B²FH 1957 | §15.4 |	| r 过程丰度峰（Se/Xe/Os） | A=80, 130, 194 | — | B$^2$FH 1957 | §15.4 |	R2 核素/希腊字母/单位
176	| r 过程丰度峰（中子幻数） | N=50, 82, 126 | — | B²FH 1957; Fowler 1984 | §15.7 |	| r 过程丰度峰（中子幻数） | N=50, 82, 126 | — | B$^2$FH 1957; Fowler 1984 | §15.7 |	R2 核素/希腊字母/单位
177	| 稳态流判据 | $\sigma(A)\cdot N(A) = \text{const}$ | — | B²FH 1957 | §15.4 |	| 稳态流判据 | $\sigma(A)\cdot N(A) = \text{const}$ | — | B$^2$FH 1957 | §15.4 |	R2 核素/希腊字母/单位
178	| 银河系年龄（U²³⁵/U²³⁸ 定年） | ~$10^{10}$ yr | — | B²FH 1957 | §15.4 |	| 银河系年龄（U²³⁵/U²³⁸ 定年） | ~$10^{10}$ yr | — | B$^2$FH 1957 | §15.4 |	R2 核素/希腊字母/单位
179	| 中子源 | ¹²C(α,n)¹⁶O、²⁰Ne(α,n)²⁴Mg | — | B²FH 1957 | §15.4 |	| 中子源 | $^{12}{\rm C}$($\alpha$,n)$^{16}{\rm O}$、$^{20}{\rm Ne}$($\alpha$,n)$^{24}{\rm Mg}$ | — | B$^2$FH 1957 | §15.4 |	R2 核素/希腊字母/单位
180	| s 过程主要中子源 | ¹³C(α,n)（低温，主导） | — | Trimble 1975; Wallerstein 1997 | §99.7 / §15.4 |	| s 过程主要中子源 | $^{13}{\rm C}$($\alpha$,n)（低温，主导） | — | Trimble 1975; Wallerstein 1997 | §99.7 / §15.4 |	R2 核素/希腊字母/单位
181	| s 过程次中子源 | ²²Ne(α,n)（高温，次要） | — | Wallerstein 1997 | §15.7 |	| s 过程次中子源 | $^{22}{\rm Ne}$($\alpha$,n)（高温，次要） | — | Wallerstein 1997 | §15.7 |	R2 核素/希腊字母/单位
182	| AGB 星 | 银河系 ¹²C + s 过程主要来源 | — | Wallerstein 1997 | §15.4 |	| AGB 星 | 银河系 $^{12}{\rm C}$ + s 过程主要来源 | — | Wallerstein 1997 | §15.4 |	R2 核素/希腊字母/单位
183	| AGB ¹⁷⁷Lu 分支点 | 温度诊断器 | — | Trimble 1975 | §99.7 |	| AGB $^{177}{\rm Lu}$ 分支点 | 温度诊断器 | — | Trimble 1975 | §99.7 |	R2 核素/希腊字母/单位
184	| Y_p（BBN ⁴He） | 0.24–0.25（$Y_p\approx 2(n_n/n_p)/(1+n_n/n_p)$） | — | Trimble 1975 | §99.7 |	| Y_p（BBN $^{4}{\rm He}$） | 0.24–0.25（$Y_p\approx 2(n_n/n_p)/(1+n_n/n_p)$） | — | Trimble 1975 | §99.7 |	R2 核素/希腊字母/单位
187	| Hoyle 共振态（¹²C） | 7.65 MeV（0.2875 MeV 高于 ⁸Be+α） | — | Trimble 1975; Fowler 1984 | §99.7 / §15.4 |	| Hoyle 共振态（$^{12}{\rm C}$） | 7.65 MeV（0.2875 MeV 高于 $^{8}{\rm Be}$+$\alpha$） | — | Trimble 1975; Fowler 1984 | §99.7 / §15.4 |	R2 核素/希腊字母/单位
193	| ¹²C(α,γ)¹⁶O 外推分歧 | **1.6×** | — | Fowler 1984 | §15.4 |	| $^{12}{\rm C}$($\alpha$,$\gamma$)$^{16}{\rm O}$ 外推分歧 | **1.6×** | — | Fowler 1984 | §15.4 |	R2 核素/希腊字母/单位
194	| ¹²C(α,γ)¹⁶O $S_{cap}$（Wallerstein 1997） | $S_{cap}(0.3\text{ MeV}) = 120\pm 40$ keV·b | ~30% | Wallerstein 1997 | §15.4 |	| $^{12}{\rm C}$($\alpha$,$\gamma$)$^{16}{\rm O}$ $S_{cap}$（Wallerstein 1997） | $S_{cap}(0.3\text{ MeV}) = 120\pm 40$ keV·b | ~30% | Wallerstein 1997 | §15.4 |	R2 核素/希腊字母/单位
196	| 25 M☉ 过产比 | ~14 | — | Fowler 1984 | §15.4 |	| 25 $M_\odot$ 过产比 | ~14 | — | Fowler 1984 | §15.4 |	R2 核素/希腊字母/单位
198	| ²⁶Al 1809 keV γ 线 | 近 5σ | — | Fowler 1984 | §15.4 |	| $^{26}{\rm Al}$ 1809 keV $\gamma$ 线 | 近 5$\sigma$ | — | Fowler 1984 | §15.4 |	R2 核素/希腊字母/单位
199	| Cameron-Cowan-Truran r 过程（Fowler 1984） | ¹³C 富集、14.3% 质量分数、$\rho=10^3$ g cm⁻³ | — | Fowler 1984 | §15.4 |	| Cameron-Cowan-Truran r 过程（Fowler 1984） | $^{13}{\rm C}$ 富集、14.3% 质量分数、$\rho=10^3$ g cm⁻³ | — | Fowler 1984 | §15.4 |	R2 核素/希腊字母/单位
209	| ¹³N(p,γ)¹⁴O $\Gamma_\gamma$ | $3.1\pm 0.4$ eV | ~13% | Champagne & Wiescher 1992 | §99.4 |	| $^{13}{\rm N}$(p,$\gamma$)$^{14}{\rm O}$ $\Gamma_\gamma$ | $3.1\pm 0.4$ eV | ~13% | Champagne & Wiescher 1992 | §99.4 |	R2 核素/希腊字母/单位
210	| ¹³N 半衰期 | $9.97$ min | — | Champagne & Wiescher 1992 | §99.7 |	| $^{13}{\rm N}$ 半衰期 | $9.97$ min | — | Champagne & Wiescher 1992 | §99.7 |	R2 核素/希腊字母/单位
211	| ¹⁵O(α,γ)¹⁹Ne 不确定度 | 因子 2（$T_9\lesssim 0.5$） | — | Champagne & Wiescher 1992 | §99.4 |	| $^{15}{\rm O}$($\alpha$,$\gamma$)$^{19}{\rm Ne}$ 不确定度 | 因子 2（$T_9\lesssim 0.5$） | — | Champagne & Wiescher 1992 | §99.4 |	R2 核素/希腊字母/单位
212	| ¹⁴O(α,p)¹⁷F 高温率不确定度 | 因子 2（高温） | >100（低温） | Champagne & Wiescher 1992 | §99.4 |	| $^{14}{\rm O}$($\alpha$,p)$^{17}{\rm F}$ 高温率不确定度 | 因子 2（高温） | >100（低温） | Champagne & Wiescher 1992 | §99.4 |	R2 核素/希腊字母/单位
213	| ¹⁷F(p,γ)¹⁸Ne 改进 | 优于早期 10× | — | Champagne & Wiescher 1992 | §99.4 |	| $^{17}{\rm F}$(p,$\gamma$)$^{18}{\rm Ne}$ 改进 | 优于早期 10× | — | Champagne & Wiescher 1992 | §99.4 |	R2 核素/希腊字母/单位
214	| ¹⁹Ne(p,γ)²⁰Na 不确定度 | **数个量级**（J$^\pi$ 争议） | — | Champagne & Wiescher 1992 | §99.4 |	| $^{19}{\rm Ne}$(p,$\gamma$)$^{20}{\rm Na}$ 不确定度 | **数个量级**（J$^\pi$ 争议） | — | Champagne & Wiescher 1992 | §99.4 |	R2 核素/希腊字母/单位
215	| rp-process 端点（XRB，$T_9=1.5$） | ⁷²Kr（$T_{1/2}=17.2$ s） | — | Champagne & Wiescher 1992 | §99.4 / §99.7 |	| rp-process 端点（XRB，$T_9=1.5$） | $^{72}{\rm Kr}$（$T_{1/2}=17.2$ s） | — | Champagne & Wiescher 1992 | §99.4 / §99.7 |	R2 核素/希腊字母/单位
216	| 情形 (i) SN 激波 | $T_9=0.3, \rho=10^3$ g/cm³, t=10 (或 100) s → 端点 ³²S (或 ⁴⁰Ca) | — | Champagne & Wiescher 1992 | §99.4 |	| 情形 (i) SN 激波 | $T_9=0.3, \rho=10^3$ g/cm³, t=10 (或 100) s → 端点 $^{32}{\rm S}$ (或 $^{40}{\rm Ca}$) | — | Champagne & Wiescher 1992 | §99.4 |	R2 核素/希腊字母/单位
217	| 情形 (ii) 极端 nova | $T_9=0.4, \rho=10^4$ g/cm³, t=1000 s → 端点 ⁵²Fe | — | Champagne & Wiescher 1992 | §99.4 |	| 情形 (ii) 极端 nova | $T_9=0.4, \rho=10^4$ g/cm³, t=1000 s → 端点 $^{52}{\rm Fe}$ | — | Champagne & Wiescher 1992 | §99.4 |	R2 核素/希腊字母/单位
218	| 情形 (iii) X 射线暴 | $T_9=1.5, \rho=10^6$ g/cm³, t=10 s → 端点 ⁷²Kr | — | Champagne & Wiescher 1992 | §99.4 |	| 情形 (iii) X 射线暴 | $T_9=1.5, \rho=10^6$ g/cm³, t=10 s → 端点 $^{72}{\rm Kr}$ | — | Champagne & Wiescher 1992 | §99.4 |	R2 核素/希腊字母/单位
219	| ¹⁹Ne 激发态布居 | 1–47%（$T_9=0.5\text{–}1.5$） | — | Champagne & Wiescher 1992 | §99.7 |	| $^{19}{\rm Ne}$ 激发态布居 | 1–47%（$T_9=0.5\text{–}1.5$） | — | Champagne & Wiescher 1992 | §99.7 |	R2 核素/希腊字母/单位
220	| ¹⁸F 电子俘获分支比 | 3.1%（$\rho>10^5$ g/cm³ 时重要） | — | Champagne & Wiescher 1992 | §99.7 |	| $^{18}{\rm F}$ 电子俘获分支比 | 3.1%（$\rho>10^5$ g/cm³ 时重要） | — | Champagne & Wiescher 1992 | §99.7 |	R2 核素/希腊字母/单位
233	| 模板星暴 log(He II λ4686/Hβ) | ~$-1.6$ | — | Kewley et al. 2001 | §15.4 |	| 模板星暴 log(He II $\lambda$4686/H$\beta$) | ~$-1.6$ | — | Kewley et al. 2001 | §15.4 |	R2 核素/希腊字母/单位
236	| SNR 对 Hβ 贡献 | 16–20% | — | Kewley et al. 2001 | §15.4 |	| SNR 对 H$\beta$ 贡献 | 16–20% | — | Kewley et al. 2001 | §15.4 |	R2 核素/希腊字母/单位
237	| SNR 对 [O III]/Hβ 贡献 | ~2% | — | Kewley et al. 2001 | §15.4 |	| SNR 对 [O III]/H$\beta$ 贡献 | ~2% | — | Kewley et al. 2001 | §15.4 |	R2 核素/希腊字母/单位
239	| 全星系 SFR | ~3.4 M☉/yr | — | Kewley et al. 2001 | §15.7 |	| 全星系 SFR | ~3.4 $M_\odot$/yr | — | Kewley et al. 2001 | §15.7 |	R2 核素/希腊字母/单位
240	| 1 kpc SFR（FIR / Hα） | ~0.07 / ~0.04 M☉/yr | — | Kewley et al. 2001 | §15.7 |	| 1 kpc SFR（FIR / H$\alpha$） | ~0.07 / ~0.04 $M_\odot$/yr | — | Kewley et al. 2001 | §15.7 |	R2 核素/希腊字母/单位
266	| 锂检验失效区间 | 0.06–0.077 M☉ | — | Dieterich et al. 2014 | §15.6 |	| 锂检验失效区间 | 0.06–0.077 $M_\odot$ | — | Dieterich et al. 2014 | §15.6 |	R2 核素/希腊字母/单位
284	### 3.2 按元素 log ε（$A_X=\log(N_X/N_H)+12$）	### 3.2 按元素 log $\epsilon$（$A_X=\log(N_X/N_H)+12$）	R2 核素/希腊字母/单位
286	| 元素 | AGSS09（log ε） | GS98 | Lodders 2003（大气） | Lodders 2003（原太阳） | A&G 1989 | 差异（AGSS09 与 A&G 1989） |	| 元素 | AGSS09（log $\epsilon$） | GS98 | Lodders 2003（大气） | Lodders 2003（原太阳） | A&G 1989 | 差异（AGSS09 与 A&G 1989） |	R2 核素/希腊字母/单位
298	| ¹²C/¹³C | 86.8 ± 3.8 | — | — | — | — | — |	| $^{12}{\rm C}$/$^{13}{\rm C}$ | 86.8 ± 3.8 | — | — | — | — | — |	R2 核素/希腊字母/单位
306	| ¹²C/¹³C（AGSS09） | $86.8\pm 3.8$ | AGSS09 |	| $^{12}{\rm C}$/$^{13}{\rm C}$（AGSS09） | $86.8\pm 3.8$ | AGSS09 |	R2 核素/希腊字母/单位
349	| Lyubimkov 假象量化（log g=3.5 + ξ=10 组合） | 假增 0.90 dex | Gies & Lambert 1992 |	| Lyubimkov 假象量化（log g=3.5 + $\xi$=10 组合） | 假增 0.90 dex | Gies & Lambert 1992 |	R2 核素/希腊字母/单位
351	| ρ Leo (HD 91316) N 富集 | +0.60 dex（NLTE）；+0.76（LTE） | Gies & Lambert 1992 |	| $\rho$ Leo (HD 91316) N 富集 | +0.60 dex（NLTE）；+0.76（LTE） | Gies & Lambert 1992 |	R2 核素/希腊字母/单位
352	| ρ Leo 预测 ΔHe / ΔC / ΔO | +0.10 / −0.10 / −0.04 | Gies & Lambert 1992 |	| $\rho$ Leo 预测 $\Delta$He / $\Delta$C / $\Delta$O | +0.10 / −0.10 / −0.04 | Gies & Lambert 1992 |	R2 核素/希腊字母/单位
353	| Lyubimkov 主张（被证伪） | d log ε(N)/dt = 0.15 dex per $10^{6}$ yr | Gies & Lambert 1992 |	| Lyubimkov 主张（被证伪） | d log $\epsilon$(N)/dt = 0.15 dex per $10^{6}$ yr | Gies & Lambert 1992 |	R2 核素/希腊字母/单位
372	| ADMX 已覆盖质量区 | 1.9–3.3 μeV | — | Bertone & Hooper 2018 | §99.7 |	| ADMX 已覆盖质量区 | 1.9–3.3 $\mu$eV | — | Bertone & Hooper 2018 | §99.7 |	R2 核素/希腊字母/单位
391	| $\sigma(A)\cdot N(A)=\text{const}$ | s 过程稳态流 | B²FH 1957 |	| $\sigma(A)\cdot N(A)=\text{const}$ | s 过程稳态流 | B$^2$FH 1957 |	R2 核素/希腊字母/单位
394	| $Y_p\approx 2(n_n/n_p)/(1+n_n/n_p)\approx 0.25$ | BBN ⁴He | Trimble 1975 |	| $Y_p\approx 2(n_n/n_p)/(1+n_n/n_p)\approx 0.25$ | BBN $^{4}{\rm He}$ | Trimble 1975 |	R2 核素/希腊字母/单位
