38	> - `../0001_b2fh-1957/` (B²FH 1957 核合成框架 — 本文丰度表的理论背景与核过程分类来源 [FACT])	> - `../0001_b2fh-1957/` (B$^2$FH 1957 核合成框架 — 本文丰度表的理论背景与核过程分类来源 [FACT])	R2 核素/希腊字母/单位
78	[FACT] 本文是**Suess-Urey 1956 表的继承者**和**B²FH (1957) 核合成理论的丰度基准**;其内部又给出了 Cameron (1963) 未发表版与 Cameron (1967) 最新版的对照 (Table 1)。	[FACT] 本文是**Suess-Urey 1956 表的继承者**和**B$^2$FH (1957) 核合成理论的丰度基准**;其内部又给出了 Cameron (1963) 未发表版与 Cameron (1967) 最新版的对照 (Table 1)。	R2 核素/希腊字母/单位
92	B²FH (1957) Rev. Mod. Phys. 29, 547	B$^2$FH (1957) Rev. Mod. Phys. 29, 547	R2 核素/希腊字母/单位
104	[CRITIQUE] 本文是"过渡期"丰度表: 它仍然用 Si = $10^{6}$ 作为归一化基准(而非现代 log ε_H = 12 标度); 表 1 中给出的元素丰度以"相对 Si = $10^{6}$ 的数密度"给出, 数量级与 Anders & Grevesse 1989 表可作直接对照,但不应直接引用到现代数值工作。	[CRITIQUE] 本文是"过渡期"丰度表: 它仍然用 Si = $10^{6}$ 作为归一化基准(而非现代 log $\epsilon$_H = 12 标度); 表 1 中给出的元素丰度以"相对 Si = $10^{6}$ 的数密度"给出, 数量级与 Anders & Grevesse 1989 表可作直接对照,但不应直接引用到现代数值工作。	R2 核素/希腊字母/单位
117	├── §1  Historical Context — Suess-Urey 1956 → B²FH → Cameron 1959 (pp.126–127)	├── §1  Historical Context — Suess-Urey 1956 → B$^2$FH → Cameron 1959 (pp.126–127)	R2 核素/希腊字母/单位
119	│     ├── B²FH (1957) & Cameron (1957) 的核过程识别 [FACT]	│     ├── B$^2$FH (1957) & Cameron (1957) 的核过程识别 [FACT]	R2 核素/希腊字母/单位
148	│     ├── σ_N = ⟨σ_ν⟩ × N 是光滑单调递减函数 (Seeger, Fowler, Clayton 1965) [FACT]	│     ├── $\sigma$_N = ⟨$\sigma$_$\nu$⟩ × N 是光滑单调递减函数 (Seeger, Fowler, Clayton 1965) [FACT]	R2 核素/希腊字母/单位
152	│     ├── F 趋势光滑 → 存在丰度平滑机制 (多 Z 贡献或 β-衰变后的中子发射) [FACT]	│     ├── F 趋势光滑 → 存在丰度平滑机制 (多 Z 贡献或 $\beta$-衰变后的中子发射) [FACT]	R2 核素/希腊字母/单位
153	│     ├── F 过程须"骤然终止",否则 β 衰变会破坏分布 [FACT]	│     ├── F 过程须"骤然终止",否则 $\beta$ 衰变会破坏分布 [FACT]	R2 核素/希腊字母/单位
156	│     ├── 可能机制: 超新星激波穿越 He 壳层, (α,n) 反应作中子源 [FACT]	│     ├── 可能机制: 超新星激波穿越 He 壳层, ($\alpha$,n) 反应作中子源 [FACT]	R2 核素/希腊字母/单位
189	- [`0001_b2fh-1957`](../../0001_b2fh-1957/literature_analysis/00_overview.md) — B²FH 1957 核合成框架，本文丰度表的理论骨架	- [`0001_b2fh-1957`](../../0001_b2fh-1957/literature_analysis/00_overview.md) — B$^2$FH 1957 核合成框架，本文丰度表的理论骨架	R2 核素/希腊字母/单位
223	| **F** (fast) | 快速时间尺度中子俘获主产物 | r-process (B²FH 1957) |	| **F** (fast) | 快速时间尺度中子俘获主产物 | r-process (B$^2$FH 1957) |	R2 核素/希腊字母/单位
224	| **S** (slow) | 慢速时间尺度中子俘获主产物 | s-process (B²FH 1957) |	| **S** (slow) | 慢速时间尺度中子俘获主产物 | s-process (B$^2$FH 1957) |	R2 核素/希腊字母/单位
225	| **B** (bypassed) | 被中子俘获过程绕过的核素 | p-process (B²FH 1957) |	| **B** (bypassed) | 被中子俘获过程绕过的核素 | p-process (B$^2$FH 1957) |	R2 核素/希腊字母/单位
286	| Pb-206 | 206 | — | 0.057 | α-衰变链(已作放射性回推) |	| Pb-206 | 206 | — | 0.057 | $\alpha$-衰变链(已作放射性回推) |	R2 核素/希腊字母/单位
315	- S 同量异位素趋势: 相对光滑但局部有散布 —— 因为 σ_N = ⟨σ_ν⟩ × N 是光滑单调递减函数 (Seeger, Fowler, Clayton 1965)	- S 同量异位素趋势: 相对光滑但局部有散布 —— 因为 $\sigma$_N = ⟨$\sigma$_$\nu$⟩ × N 是光滑单调递减函数 (Seeger, Fowler, Clayton 1965)	R2 核素/希腊字母/单位
327	3. **理论约束内插**: 8 元素内插基于 r/s/p 三分法预言的核素分布规律,这是**"以理论导数据"**的首次系统实践——B²FH 理论反过来塑造了观测表。	3. **理论约束内插**: 8 元素内插基于 r/s/p 三分法预言的核素分布规律,这是**"以理论导数据"**的首次系统实践——B$^2$FH 理论反过来塑造了观测表。	R2 核素/希腊字母/单位
335	[INTERPRETATION] Cameron 1968 表是"丰度—核合成"双反馈范式的关键节点: 它既给 B²FH 提供了定量基准(用于检验理论),又被 B²FH 的理论判据所塑造(8 元素内插)。这个互锁结构是 1950–1970 年代核天体物理的核心方法论特征。	[INTERPRETATION] Cameron 1968 表是"丰度—核合成"双反馈范式的关键节点: 它既给 B$^2$FH 提供了定量基准(用于检验理论),又被 B$^2$FH 的理论判据所塑造(8 元素内插)。这个互锁结构是 1950–1970 年代核天体物理的核心方法论特征。	R2 核素/希腊字母/单位
31	- **追溯因果**: Suess-Urey 表是 B²FH 1957 与 Cameron 1957 得以建立的前置条件	- **追溯因果**: Suess-Urey 表是 B$^2$FH 1957 与 Cameron 1957 得以建立的前置条件	R2 核素/希腊字母/单位
50	[INTERPRETATION] 三大预言的物理根源 (来自 B²FH 1957 与 Cameron 1959):	[INTERPRETATION] 三大预言的物理根源 (来自 B$^2$FH 1957 与 Cameron 1959):	R2 核素/希腊字母/单位
117	- 此外 U/Th 的 α-衰变链终产物是 Pb-206 / Pb-207 / Pb-208,因此**放射性成因 Pb** 贡献了太阳系 Pb 的相当一部分	- 此外 U/Th 的 $\alpha$-衰变链终产物是 Pb-206 / Pb-207 / Pb-208,因此**放射性成因 Pb** 贡献了太阳系 Pb 的相当一部分	R2 核素/希腊字母/单位
185	[FACT] 摘录 3 — 追溯 B²FH 的起源 (p.126):	[FACT] 摘录 3 — 追溯 B$^2$FH 的起源 (p.126):	R2 核素/希腊字母/单位
7	# 3. 对 B²FH 核合成框架的含义 (Nucleosynthesis Implications)	# 3. 对 B$^2$FH 核合成框架的含义 (Nucleosynthesis Implications)	R2 核素/希腊字母/单位
35	3. s 产物应满足 σ_N = 常数 (Seeger, Fowler, Clayton 1965)	3. s 产物应满足 $\sigma$_N = 常数 (Seeger, Fowler, Clayton 1965)	R2 核素/希腊字母/单位
44	## 3.2 Figure 6 三曲线与 σ_N 判据	## 3.2 Figure 6 三曲线与 $\sigma$_N 判据	R2 核素/希腊字母/单位
48	> "One of the striking features of the abundance distribution of the products of neutron capture on a slow time scale is the fact that **σ_N, the product of the average neutron capture cross-section near 25 keV and the abundance, is a smooth monotonically decreasing function of mass number** (Seeger, Fowler and Clayton, 1965)."	> "One of the striking features of the abundance distribution of the products of neutron capture on a slow time scale is the fact that **$\sigma$_N, the product of the average neutron capture cross-section near 25 keV and the abundance, is a smooth monotonically decreasing function of mass number** (Seeger, Fowler and Clayton, 1965)."	R2 核素/希腊字母/单位
60	1. **s-process** 在中子通量低时,每次中子俘获后核素在 β-衰变前处于稳态,故丰度与中子俘获截面成反比: N_s ∝ 1/σ_ν	1. **s-process** 在中子通量低时,每次中子俘获后核素在 $\beta$-衰变前处于稳态,故丰度与中子俘获截面成反比: N_s ∝ 1/$\sigma$_$\nu$	R2 核素/希腊字母/单位
61	2. 因此 σ_ν × N_s = 常数(对给定分支),随 A 平滑下降	2. 因此 $\sigma$_$\nu$ × N_s = 常数(对给定分支),随 A 平滑下降	R2 核素/希腊字母/单位
62	3. **r-process** 在中子通量极高时,核素在 β-衰变前多次俘获中子,达到"等待点"(waiting point),丰度主要由等待点的 β-衰变半衰期决定,与中子俘获截面**无关**	3. **r-process** 在中子通量极高时,核素在 $\beta$-衰变前多次俘获中子,达到"等待点"(waiting point),丰度主要由等待点的 $\beta$-衰变半衰期决定,与中子俘获截面**无关**	R2 核素/希腊字母/单位
66	[CRITIQUE] 现代核物理已经测得了数千个中子俘获截面数据,σ_N 判据在 Seeger, Fowler, Clayton (1965) 之后被 Wallerstein et al. (1997, §0004) 系统完善。Cameron 1968 的 Figure 6 是这一判据的最早视觉化呈现。	[CRITIQUE] 现代核物理已经测得了数千个中子俘获截面数据,$\sigma$_N 判据在 Seeger, Fowler, Clayton (1965) 之后被 Wallerstein et al. (1997, §0004) 系统完善。Cameron 1968 的 Figure 6 是这一判据的最早视觉化呈现。	R2 核素/希腊字母/单位
83	- 在相同质量数 A 附近,多个不同 Z 的丰中子核素通过 β-衰变链汇聚到同一稳定核素	- 在相同质量数 A 附近,多个不同 Z 的丰中子核素通过 $\beta$-衰变链汇聚到同一稳定核素	R2 核素/希腊字母/单位
